Tweet_ID,Timestamp,User_name,Location,Language,Tweet_text,Hashtags,ReTweets,Likes,Sentiment
100049,6/7/2025 10:12,@navya89,Maharashtra,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಸಿನಿಮಾ,#ಮಳೆ",68,54,Neutral
100050,6/7/2025 10:12,@indransgrover,Rajasthan,English,Enjoying the weekend vibes!,#weekend,8,62,Positive
100051,6/7/2025 10:12,@hrishitasood,Jharkhand,Hindi,मैं फिल्म देखने गया था।,#दिल्ली,69,180,Neutral
100052,6/7/2025 10:13,@ramsamarth,Jharkhand,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#फिल्म,70,76,Neutral
100053,6/7/2025 10:13,@handra,Maharashtra,English,The new policy is disappointing.,#weekend,13,190,Negative
100054,6/7/2025 10:13,@zara43,Odisha,English,The new policy is disappointing.,"#weekend,#policy",43,52,Negative
100055,6/7/2025 10:13,@darajiya,Uttar Pradesh,English,Traffic is crazy in Bangalore today.,"#traffic,#weekend",6,23,Negative
100056,6/7/2025 10:14,@basaksana,Kerala,English,Enjoying the weekend vibes!,"#policy,#traffic",98,33,Positive
100057,6/7/2025 10:14,@etandon,Telangana,English,Enjoying the weekend vibes!,#traffic,70,180,Positive
100058,6/7/2025 10:14,@gokulsahni,Maharashtra,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#मौसम,88,38,Neutral
100059,6/7/2025 10:14,@kmaharaj,West Bengal,English,The new policy is disappointing.,"#traffic,#policy",16,10,Negative
100060,6/7/2025 10:15,@eva96,Tamil Nadu,Hindi,मैं फिल्म देखने गया था।,#दिल्ली,87,63,Neutral
100061,6/7/2025 10:15,@hrishitashroff,Punjab,English,The new policy is disappointing.,"#traffic,#weekend",95,39,Negative
100062,6/7/2025 10:15,@riyadugal,Karnataka,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಬೆಂಗಳೂರು,22,188,Neutral
100063,6/7/2025 10:15,@psampath,Delhi,Hindi,मैं फिल्म देखने गया था।,#दिल्ली,100,179,Neutral
100064,6/7/2025 10:16,@advika87,Tamil Nadu,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,#ಬೆಂಗಳೂರು,25,117,Neutral
100065,6/7/2025 10:16,@dasguptamamooty,Karnataka,Hindi,मैं फिल्म देखने गया था।,#मौसम,84,49,Neutral
100066,6/7/2025 10:16,@garaakarsh,Kerala,Hindi,मैं फिल्म देखने गया था।,"#मौसम,#दिल्ली",82,130,Neutral
100067,6/7/2025 10:16,@khushichoudhary,Rajasthan,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#मौसम,#फिल्म",33,45,Neutral
100068,6/7/2025 10:17,@banikrhea,Punjab,English,Enjoying the weekend vibes!,#policy,55,88,Positive
100069,6/7/2025 10:17,@contractordarshit,West Bengal,English,Enjoying the weekend vibes!,"#traffic,#policy",73,48,Positive
100070,6/7/2025 10:17,@vasashalv,Kerala,Hindi,आज मौसम बहुत अच्छा है।,"#मौसम,#फिल्म",55,17,Neutral
100071,6/7/2025 10:17,@kurianmiraan,Odisha,English,Enjoying the weekend vibes!,"#traffic,#policy",38,129,Positive
100072,6/7/2025 10:18,@oorja73,Odisha,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#दिल्ली,#फिल्म",37,141,Neutral
100073,6/7/2025 10:18,@samairawadhwa,Bihar,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಸಿನಿಮಾ,#ಬೆಂಗಳೂರು",95,44,Neutral
100074,6/7/2025 10:18,@ydara,Uttar Pradesh,English,Traffic is crazy in Bangalore today.,"#weekend,#policy",36,53,Negative
100075,6/7/2025 10:18,@aswamy,Telangana,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#दिल्ली,#फिल्म",86,54,Neutral
100076,6/7/2025 10:19,@divitbava,Maharashtra,English,Enjoying the weekend vibes!,#traffic,36,131,Positive
100077,6/7/2025 10:19,@bgoel,Bihar,English,Traffic is crazy in Bangalore today.,"#policy,#traffic",39,57,Negative
100078,6/7/2025 10:19,@ukaur,Tamil Nadu,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಮಳೆ,60,156,Neutral
100079,6/7/2025 10:19,@samraneysa,Odisha,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಸಿನಿಮಾ,#ಮಳೆ",89,98,Neutral
100080,6/7/2025 10:20,@balasubramanianyuvaan,Bihar,Hindi,मैं फिल्म देखने गया था।,#मौसम,88,1,Neutral
100081,6/7/2025 10:20,@yasmin13,Assam,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,#ಮಳೆ,89,132,Neutral
100082,6/7/2025 10:20,@kanavloyal,Telangana,Hindi,आज मौसम बहुत अच्छा है।,#मौसम,17,118,Neutral
100083,6/7/2025 10:20,@bboase,Jharkhand,English,Traffic is crazy in Bangalore today.,"#weekend,#traffic",70,114,Negative
100084,6/7/2025 10:21,@ranbirkashyap,Assam,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಬೆಂಗಳೂರು,#ಸಿನಿಮಾ",31,163,Neutral
100085,6/7/2025 10:21,@dhanukkant,Uttar Pradesh,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#फिल्म,#मौसम",56,19,Neutral
100086,6/7/2025 10:21,@bakshinehmat,Kerala,English,Enjoying the weekend vibes!,#weekend,40,138,Positive
100087,6/7/2025 10:21,@batrasuhana,West Bengal,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಮಳೆ,88,39,Neutral
100088,6/7/2025 10:22,@ivanjani,West Bengal,English,The new policy is disappointing.,#weekend,42,138,Negative
100089,6/7/2025 10:22,@nkhosla,Jharkhand,Hindi,मैं फिल्म देखने गया था।,#मौसम,53,99,Neutral
100090,6/7/2025 10:22,@dzacharia,West Bengal,English,Traffic is crazy in Bangalore today.,#traffic,61,1,Negative
100091,6/7/2025 10:22,@vaibhavagarwal,Telangana,Hindi,मैं फिल्म देखने गया था।,"#दिल्ली,#मौसम",28,69,Neutral
100092,6/7/2025 10:23,@ydeo,Kerala,Hindi,मैं फिल्म देखने गया था।,#दिल्ली,85,173,Neutral
100093,6/7/2025 10:23,@bdhar,Rajasthan,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#दिल्ली,16,159,Neutral
100094,6/7/2025 10:23,@mbrahmbhatt,Maharashtra,English,The new policy is disappointing.,"#traffic,#policy",82,109,Negative
100095,6/7/2025 10:23,@madhav09,Uttar Pradesh,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,#ಮಳೆ,48,83,Neutral
100096,6/7/2025 10:24,@shenoysaksham,Uttar Pradesh,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಬೆಂಗಳೂರು,#ಸಿನಿಮಾ",96,107,Neutral
100097,6/7/2025 10:24,@bakshikeya,Kerala,Hindi,आज मौसम बहुत अच्छा है।,"#मौसम,#फिल्म",28,166,Neutral
100098,6/7/2025 10:24,@hkrishnamurthy,Tamil Nadu,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,#ಮಳೆ,25,5,Neutral
100099,6/7/2025 10:24,@bhavinkumar,Telangana,English,The new policy is disappointing.,#policy,85,29,Negative
100100,6/7/2025 10:25,@varghesekabir,Assam,English,The new policy is disappointing.,"#traffic,#weekend",47,42,Negative
100101,6/7/2025 10:25,@rajandarshit,Uttar Pradesh,English,Traffic is crazy in Bangalore today.,#policy,13,148,Negative
100102,6/7/2025 10:25,@yuvaanbhasin,Maharashtra,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಬೆಂಗಳೂರು,#ಮಳೆ",75,176,Neutral
100103,6/7/2025 10:25,@kavyarajan,Assam,English,The new policy is disappointing.,#traffic,38,175,Negative
100104,6/7/2025 10:26,@raodhanush,Gujarat,English,The new policy is disappointing.,#weekend,54,169,Negative
100105,6/7/2025 10:26,@lsaha,Jharkhand,Hindi,आज मौसम बहुत अच्छा है।,"#मौसम,#दिल्ली",62,27,Neutral
100106,6/7/2025 10:26,@pranay35,West Bengal,Hindi,मैं फिल्म देखने गया था।,"#फिल्म,#मौसम",22,187,Neutral
100107,6/7/2025 10:26,@prerakhora,Telangana,English,Traffic is crazy in Bangalore today.,"#traffic,#weekend",55,187,Negative
100108,6/7/2025 10:27,@oorjaroy,Uttar Pradesh,English,Enjoying the weekend vibes!,"#policy,#traffic",57,62,Positive
100109,6/7/2025 10:27,@amira51,Telangana,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#दिल्ली,#मौसम",41,46,Neutral
100110,6/7/2025 10:27,@karnikmisha,Uttar Pradesh,Hindi,आज मौसम बहुत अच्छा है।,"#दिल्ली,#फिल्म",76,179,Neutral
100111,6/7/2025 10:27,@bansalheer,Tamil Nadu,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#फिल्म,10,61,Neutral
100112,6/7/2025 10:28,@dishanideo,Odisha,English,Enjoying the weekend vibes!,"#traffic,#policy",60,165,Positive
100113,6/7/2025 10:28,@stuvanwadhwa,Uttar Pradesh,English,Enjoying the weekend vibes!,"#policy,#traffic",28,103,Positive
100114,6/7/2025 10:28,@wablenirvaan,Telangana,English,The new policy is disappointing.,"#traffic,#weekend",70,135,Negative
100115,6/7/2025 10:28,@raunak27,Uttar Pradesh,Hindi,मैं फिल्म देखने गया था।,"#दिल्ली,#फिल्म",39,64,Neutral
100116,6/7/2025 10:29,@manjari80,Maharashtra,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಬೆಂಗಳೂರು,95,137,Neutral
100117,6/7/2025 10:29,@nitara12,Odisha,English,The new policy is disappointing.,#policy,61,70,Negative
100118,6/7/2025 10:29,@farhan18,Uttar Pradesh,English,Traffic is crazy in Bangalore today.,"#policy,#traffic",29,92,Negative
100119,6/7/2025 10:29,@purabdhaliwal,Gujarat,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,#ಸಿನಿಮಾ,16,70,Neutral
100120,6/7/2025 10:30,@saanvigarg,Bihar,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಸಿನಿಮಾ,#ಮಳೆ",96,125,Neutral
100121,6/7/2025 10:30,@piyaravel,Telangana,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಬೆಂಗಳೂರು,#ಸಿನಿಮಾ",43,47,Neutral
100122,6/7/2025 10:30,@dishani74,West Bengal,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಮಳೆ,#ಸಿನಿಮಾ",62,18,Neutral
100123,6/7/2025 10:30,@batramyra,Delhi,English,Traffic is crazy in Bangalore today.,#policy,72,77,Negative
100124,6/7/2025 10:31,@rthakkar,Assam,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಸಿನಿಮಾ,53,155,Neutral
100125,6/7/2025 10:31,@agarwalshamik,West Bengal,English,Traffic is crazy in Bangalore today.,#traffic,57,113,Negative
100126,6/7/2025 10:31,@navyadeep,Punjab,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#दिल्ली,#मौसम",94,25,Neutral
100127,6/7/2025 10:31,@seherkant,Bihar,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,#ಬೆಂಗಳೂರು,10,40,Neutral
100128,6/7/2025 10:32,@amand,Karnataka,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಮಳೆ,52,115,Neutral
100129,6/7/2025 10:32,@baradprisha,Tamil Nadu,English,Traffic is crazy in Bangalore today.,"#weekend,#policy",36,180,Negative
100130,6/7/2025 10:32,@inaaya-badami,Rajasthan,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#मौसम,#फिल्म",33,160,Neutral
100131,6/7/2025 10:32,@keya82,Maharashtra,English,Traffic is crazy in Bangalore today.,#weekend,69,57,Negative
100132,6/7/2025 10:33,@cbhatt,Karnataka,English,The new policy is disappointing.,"#policy,#traffic",21,78,Negative
100133,6/7/2025 10:33,@tejas05,Telangana,English,Traffic is crazy in Bangalore today.,"#weekend,#policy",88,77,Negative
100134,6/7/2025 10:33,@pihudash,Telangana,English,Enjoying the weekend vibes!,"#traffic,#weekend",10,153,Positive
100135,6/7/2025 10:33,@goelvanya,Karnataka,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಸಿನಿಮಾ,#ಬೆಂಗಳೂರು",11,58,Neutral
100136,6/7/2025 10:34,@vrao,Jharkhand,English,Traffic is crazy in Bangalore today.,#traffic,34,147,Negative
100137,6/7/2025 10:34,@miraanvenkatesh,Rajasthan,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಸಿನಿಮಾ,#ಬೆಂಗಳೂರು",35,46,Neutral
100138,6/7/2025 10:34,@yasmintak,Kerala,English,Enjoying the weekend vibes!,"#policy,#weekend",52,85,Positive
100139,6/7/2025 10:34,@zainarora,Kerala,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#मौसम,52,177,Neutral
100140,6/7/2025 10:35,@saraganesan,Telangana,Hindi,मैं फिल्म देखने गया था।,"#फिल्म,#मौसम",11,80,Neutral
100141,6/7/2025 10:35,@qsuresh,Jharkhand,Hindi,मैं फिल्म देखने गया था।,#दिल्ली,65,0,Neutral
100142,6/7/2025 10:35,@priyanshbuch,Tamil Nadu,English,Traffic is crazy in Bangalore today.,"#weekend,#policy",66,92,Negative
100143,6/7/2025 10:35,@halderarmaan,Uttar Pradesh,English,Enjoying the weekend vibes!,"#policy,#traffic",70,33,Positive
100144,6/7/2025 10:36,@mchoudhry,Bihar,Hindi,मैं फिल्म देखने गया था।,"#मौसम,#फिल्म",77,61,Neutral
100145,6/7/2025 10:36,@tgill,Gujarat,English,The new policy is disappointing.,"#traffic,#policy",52,23,Negative
100146,6/7/2025 10:36,@mamootyarora,Telangana,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಮಳೆ,#ಸಿನಿಮಾ",91,74,Neutral
100147,6/7/2025 10:36,@yakshitgala,Telangana,English,Traffic is crazy in Bangalore today.,"#weekend,#traffic",31,116,Negative
100148,6/7/2025 10:37,@darshit45,Jharkhand,English,The new policy is disappointing.,"#policy,#traffic",8,70,Negative
100149,6/7/2025 10:37,@isane,Odisha,Hindi,मैं फिल्म देखने गया था।,"#मौसम,#दिल्ली",38,150,Neutral
100150,6/7/2025 10:37,@aniruddh14,Gujarat,English,Traffic is crazy in Bangalore today.,"#policy,#weekend",61,88,Negative
100151,6/7/2025 10:37,@kavyadeo,Jharkhand,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#दिल्ली,#फिल्म",24,178,Neutral
100152,6/7/2025 10:38,@bhagatkimaya,Karnataka,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಮಳೆ,#ಬೆಂಗಳೂರು",40,190,Neutral
100153,6/7/2025 10:38,@ugera,Telangana,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#दिल्ली,#मौसम",4,32,Neutral
100154,6/7/2025 10:38,@adira98,Maharashtra,English,Traffic is crazy in Bangalore today.,"#policy,#weekend",67,116,Negative
100155,6/7/2025 10:38,@hanskashvi,Jharkhand,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,#ಬೆಂಗಳೂರು,83,39,Neutral
100156,6/7/2025 10:39,@onkarbains,Bihar,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಬೆಂಗಳೂರು,#ಸಿನಿಮಾ",10,84,Neutral
100157,6/7/2025 10:39,@hacharya,Jharkhand,English,Traffic is crazy in Bangalore today.,"#weekend,#traffic",69,9,Negative
100158,6/7/2025 10:39,@tejaskale,Bihar,English,The new policy is disappointing.,#traffic,36,58,Negative
100159,6/7/2025 10:39,@salvishalv,Telangana,English,The new policy is disappointing.,"#policy,#traffic",21,177,Negative
100160,6/7/2025 10:40,@nitara14,Assam,Hindi,आज मौसम बहुत अच्छा है।,#दिल्ली,7,75,Neutral
100161,6/7/2025 10:40,@nitya65,Gujarat,Hindi,मैं फिल्म देखने गया था।,"#मौसम,#फिल्म",52,144,Neutral
100162,6/7/2025 10:40,@ssarin,Maharashtra,English,The new policy is disappointing.,#policy,78,97,Negative
100163,6/7/2025 10:40,@kartikkade,Rajasthan,English,Traffic is crazy in Bangalore today.,#weekend,74,36,Negative
100164,6/7/2025 10:41,@vsandhu,Bihar,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಬೆಂಗಳೂರು,#ಸಿನಿಮಾ",1,119,Neutral
100165,6/7/2025 10:41,@mannatmane,Telangana,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#मौसम,44,150,Neutral
100166,6/7/2025 10:41,@yuvaan80,Telangana,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#फिल्म,#दिल्ली",38,50,Neutral
100167,6/7/2025 10:41,@reyansh36,West Bengal,Hindi,मैं फिल्म देखने गया था।,#मौसम,73,91,Neutral
100168,6/7/2025 10:42,@anahita77,Uttar Pradesh,English,Enjoying the weekend vibes!,"#policy,#weekend",1,144,Positive
100169,6/7/2025 10:42,@diyakhalsa,Odisha,English,Traffic is crazy in Bangalore today.,#traffic,63,73,Negative
100170,6/7/2025 10:42,@nirvibasak,Punjab,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಮಳೆ,#ಸಿನಿಮಾ",32,173,Neutral
100171,6/7/2025 10:42,@drishya95,Maharashtra,English,Traffic is crazy in Bangalore today.,#traffic,80,165,Negative
100172,6/7/2025 10:43,@tanksuhana,Odisha,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಮಳೆ,#ಬೆಂಗಳೂರು",16,23,Neutral
100173,6/7/2025 10:43,@paridubey,Delhi,Hindi,मैं फिल्म देखने गया था।,"#मौसम,#फिल्म",100,138,Neutral
